Movie name,Year_of_Release,Watch_Time,Genre,Movie_Rating,Metascore of movie,Votes,Gross,Description
Ratsasan,2018,170 min,"Action,Crime,Drama",8.3,NA,"46,595",NA,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
The Kid,1921,68 min,"Comedy,Drama,Family",8.3,NA,"128,813",$5.45M,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
Shershaah,2021,135 min,"Action,Biography,Drama",8.3,NA,"124,185",NA,"Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999."
Chhichhore,2019,143 min,"Comedy,Drama,Romance",8.3,NA,"57,279",$0.90M,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
Ayla: The Daughter of War,2017,125 min,"Biography,Drama,History",8.3,NA,"41,355",NA,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl with no parents, and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »"
Drishyam,2013,160 min,"Crime,Drama,Thriller",8.3,NA,"42,506",NA,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.
John Wick: Chapter 4,2023,169 min,"Action,Crime,Thriller",8.2,78        ,"126,657",#176,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
The Wolf of Wall Street,2013,180 min,"Biography,Comedy,Crime",8.2,75        ,"1,452,541",$116.90M,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
Spider-Man: No Way Home,2021,148 min,"Action,Adventure,Fantasy",8.2,71        ,"787,294",$804.75M,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man."
Taxi Driver,1976,114 min,"Crime,Drama",8.2,94        ,"857,655",$28.26M,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
Jurassic Park,1993,127 min,"Action,Adventure,Sci-Fi",8.2,68        ,"1,009,038",$402.45M,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
Shutter Island,2010,138 min,"Mystery,Thriller",8.2,63        ,"1,351,378",$128.01M,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane."
Green Book,2018,130 min,"Biography,Comedy,Drama",8.2,69        ,"514,047",$85.08M,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
No Country for Old Men,2007,122 min,"Crime,Drama,Thriller",8.2,92        ,"996,033",$74.28M,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
The Thing,1982,109 min,"Horror,Mystery,Sci-Fi",8.2,57        ,"436,119",$13.78M,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
Indiana Jones and the Last Crusade,1989,127 min,"Action,Adventure",8.2,65        ,"767,978",$197.17M,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers."
The Sixth Sense,1999,107 min,"Drama,Mystery,Thriller",8.2,64        ,"1,007,376",$293.51M,"A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist."
The Truman Show,1998,103 min,"Comedy,Drama",8.2,90        ,"1,110,025",$125.62M,An insurance salesman discovers his whole life is actually a reality TV show.
Snatch,2000,104 min,"Comedy,Crime",8.2,55        ,"870,530",$30.33M,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
There Will Be Blood,2007,158 min,Drama,8.2,93        ,"599,357",$40.22M,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
1917,2019,119 min,"Action,Drama,War",8.2,78        ,"615,143",$159.23M,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
Kill Bill: Vol. 1,2003,111 min,"Action,Crime,Drama",8.2,69        ,"1,135,694",$70.10M,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
Casino,1995,178 min,"Crime,Drama",8.2,73        ,"531,866",$42.44M,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite."
Batman Begins,2005,140 min,"Action,Crime,Drama",8.2,70        ,"1,496,117",$206.85M,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption."
Hauru no ugoku shiro,2004,119 min,"Animation,Adventure,Family",8.2,82        ,"408,471",$4.71M,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
Finding Nemo,2003,100 min,"Animation,Adventure,Comedy",8.2,90        ,"1,061,745",$380.84M,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
The Father,I 2020,97 min,"Drama,Mystery",8.2,88        ,"165,359",#130,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
L.A. Confidential,1997,138 min,"Crime,Drama,Mystery",8.2,91        ,"591,157",$64.62M,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
Unforgiven,1992,130 min,"Drama,Western",8.2,85        ,"419,148",$101.16M,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid."""
A Beautiful Mind,2001,135 min,"Biography,Drama",8.2,72        ,"946,769",$170.74M,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
V for Vendetta,2005,132 min,"Action,Drama,Sci-Fi",8.2,62        ,"1,137,119",$70.51M,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman."
Die Hard,1988,132 min,"Action,Thriller",8.2,72        ,"898,251",$83.01M,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
Pan's Labyrinth,2006,118 min,"Drama,Fantasy,War",8.2,98        ,"678,781",$37.63M,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world."
Gone with the Wind,1939,238 min,"Drama,Romance,War",8.2,97        ,"321,352",$198.68M,American motion picture classic in which a manipulative woman and a roguish man conduct a turbulent romance during the Civil War and Reconstruction periods.
The Treasure of the Sierra Madre,1948,126 min,"Adventure,Drama,Western",8.2,98        ,"127,319",$5.01M,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
Chinatown,1974,130 min,"Drama,Mystery,Thriller",8.2,92        ,"333,310",$8.49M,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
Der Untergang,2004,156 min,"Biography,Drama,History",8.2,82        ,"361,159",$5.51M,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
Warrior,2011,140 min,"Action,Drama,Sport",8.2,71        ,"480,284",$13.66M,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
Monty Python and the Holy Grail,1975,91 min,"Adventure,Comedy,Fantasy",8.2,91        ,"549,850",$1.23M,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
Kimetsu no Yaiba: Mugen Ressha-Hen,2020,117 min,"Animation,Action,Adventure",8.2,72        ,"63,062",$47.70M,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair."
The Elephant Man,1980,124 min,"Biography,Drama",8.2,78        ,"246,716",#155,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
Some Like It Hot,1959,121 min,"Comedy,Music,Romance",8.2,98        ,"272,157",$25.00M,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
El secreto de sus ojos,2009,129 min,"Drama,Mystery,Romance",8.2,80        ,"213,324",$6.39M,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
The Great Escape,1963,172 min,"Adventure,Drama,History",8.2,86        ,"248,650",$12.10M,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.
Per qualche dollaro in più,1965,132 min,Western,8.2,74        ,"261,768",$15.00M,Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.
Drishyam 2,2022,140 min,"Crime,Drama,Mystery",8.2,NA,"35,628",NA,A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?
Dial M for Murder,1954,105 min,"Crime,Thriller",8.2,75        ,"179,829",$0.01M,A former tennis star arranges the murder of his adulterous wife.
Ran,1985,162 min,"Action,Drama,War",8.2,97        ,"128,473",$4.14M,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
All About Eve,1950,138 min,Drama,8.2,98        ,"133,585",$0.01M,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.
Tumbbad,2018,104 min,"Drama,Fantasy,Horror",8.2,NA,"52,266",NA,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
K.G.F: Chapter 1,2018,156 min,"Action,Crime,Drama",8.2,NA,"90,837",NA,"In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine."
Klaus,2019,96 min,"Animation,Adventure,Comedy",8.2,65        ,"164,837",#179,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
Baahubali 2: The Conclusion,2017,167 min,"Action,Drama",8.2,NA,"105,950",$20.19M,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom."
Rashômon,1950,88 min,"Crime,Drama,Mystery",8.2,98        ,"172,024",$0.10M,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter."
